"cluster","page type","URL","primary query","secondary queries","search intent","traffic potential bucket","monetization relevance","cannibalization risk","content status","implementation priority"
"Social formatting and publishing cleanup","guide","/guides/youtube-title-length-guide","youtube title length guide","youtube title length guide|social formatting","Fix platform text formatting","Medium","Low","Low","planned - build formatter first","P3"
"Social formatting and publishing cleanup","guide","/guides/instagram-bio-character-limit","instagram bio character limit","instagram bio character limit|social formatting","Fix platform text formatting","Medium","Low","Low","planned - build formatter first","P3"
"Social formatting and publishing cleanup","guide","/guides/tiktok-caption-character-limit","tiktok caption character limit","tiktok caption character limit|social formatting","Fix platform text formatting","Medium","Low","Low","planned - build formatter first","P3"
"Social formatting and publishing cleanup","guide","/guides/linkedin-post-line-breaks","linkedin post line breaks","linkedin post line breaks|social formatting","Fix platform text formatting","Medium","Low","Low","planned - build formatter first","P3"
"Social formatting and publishing cleanup","guide","/guides/social-preview-copy-cleanup","social preview copy cleanup","social preview copy cleanup|social formatting","Fix platform text formatting","Medium","Low","Low","planned - build formatter first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/age-calculator","age calculator","age calculator online|private age calculator","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/date-difference-calculator","date difference calculator","date difference calculator online|private date difference calculator","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/percentage-calculator","percentage calculator","percentage calculator online|private percentage calculator","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/word-counter","word counter","word counter online|private word counter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/character-counter","character counter","character counter online|private character counter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/unit-converter","unit converter","unit converter online|private unit converter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/json-formatter","json formatter","json formatter online|private json formatter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/base64-decode","base64 decode","base64 decode online|private base64 decode","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/base64-encode","base64 encode","base64 encode online|private base64 encode","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/url-encode","url encode","url encode online|private url encode","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/url-decode","url decode","url decode online|private url decode","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/uuid-generator","uuid generator","uuid generator online|private uuid generator","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/hash-generator","hash generator","hash generator online|private hash generator","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/timestamp-converter","timestamp converter","timestamp converter online|private timestamp converter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/color-converter","color converter","color converter online|private color converter","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/regex-tester","regex tester","regex tester online|private regex tester","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/csv-to-json","csv to json","csv to json online|private csv to json","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/json-to-csv","json to csv","json to csv online|private json to csv","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/markdown-preview","markdown preview","markdown preview online|private markdown preview","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","tool","/tools/text-diff-checker","text diff checker","text diff checker online|private text diff checker","Repeat-use calculator or developer utility","High","Medium","High","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/json-formatting-errors","json formatting errors","json formatting errors|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/base64-decode-invalid-input","base64 decode invalid input","base64 decode invalid input|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","comparison","/guides/url-encoding-vs-decoding","url encoding vs decoding","url encoding vs decoding|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","comparison","/guides/uuid-v4-vs-v7","uuid v4 vs v7","uuid v4 vs v7|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","comparison","/guides/sha256-vs-md5-hash","sha256 vs md5 hash","sha256 vs md5 hash|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/unix-timestamp-conversion-guide","unix timestamp conversion guide","unix timestamp conversion guide|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","comparison","/guides/word-count-vs-character-count","word count vs character count","word count vs character count|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","comparison","/guides/percentage-change-vs-percentage-of","percentage change vs percentage of","percentage change vs percentage of|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/date-difference-business-days","date difference business days","date difference business days|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/csv-json-conversion-issues","csv json conversion issues","csv json conversion issues|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/regex-test-cases-guide","regex test cases guide","regex test cases guide|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/markdown-preview-safety","markdown preview safety","markdown preview safety|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/color-hex-rgb-hsl-guide","color hex rgb hsl guide","color hex rgb hsl guide|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/text-diff-workflow","text diff workflow","text diff workflow|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"Evergreen calculators and light dev utilities","guide","/guides/calculator-privacy-guide","calculator privacy guide","calculator privacy guide|developer utility guide","Support repeat-use utility workflows","Medium","Low","Medium","planned - build utility first","P3"
"PDF workflows","tool","/en/tools/compress-pdf","private compress pdf","compress pdf|Compress PDF online|browser compress pdf|private compress pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/merge-pdf","private merge pdf","merge pdf|Merge PDF online|browser merge pdf|private merge pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/split-pdf","private split pdf","split pdf|Split PDF online|browser split pdf|private split pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/organize-pdf","private organize pdf","organize pdf|Organize PDF online|browser organize pdf|private organize pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/jpg-to-pdf","private jpg to pdf","jpg to pdf|JPG To PDF online|browser jpg to pdf|private jpg to pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-jpg","private pdf to jpg","pdf to jpg|PDF To JPG online|browser pdf to jpg|private pdf to jpg","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/edit-pdf","private edit pdf","edit pdf|Edit PDF online|browser edit pdf|private edit pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/sign-pdf","private sign pdf","sign pdf|Sign PDF online|browser sign pdf|private sign pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/encrypt-pdf","private encrypt pdf","encrypt pdf|Encrypt PDF online|browser encrypt pdf|private encrypt pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/decrypt-pdf","private decrypt pdf","decrypt pdf|Decrypt PDF online|browser decrypt pdf|private decrypt pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/ocr-pdf","private ocr pdf","ocr pdf|OCR PDF online|browser ocr pdf|private ocr pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/crop-pdf","private crop pdf","crop pdf|Crop PDF online|browser crop pdf|private crop pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/rotate-pdf","private rotate pdf","rotate pdf|Rotate PDF online|browser rotate pdf|private rotate pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/remove-metadata","private remove metadata","remove metadata|Remove Metadata online|browser remove metadata|private remove metadata","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/sanitize-pdf","private sanitize pdf","sanitize pdf|Sanitize PDF online|browser sanitize pdf|private sanitize pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/repair-pdf","private repair pdf","repair pdf|Repair PDF online|browser repair pdf|private repair pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/flatten-pdf","private flatten pdf","flatten pdf|Flatten PDF online|browser flatten pdf|private flatten pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-docx","private pdf to docx","pdf to docx|PDF To Docx online|browser pdf to docx|private pdf to docx","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/word-to-pdf","private word to pdf","word to pdf|Word To PDF online|browser word to pdf|private word to pdf","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/extract-pages","private extract pages","extract pages|Extract Pages online|browser extract pages|private extract pages","Complete one PDF task in the browser","High","High","Low","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/delete-pages","private delete pages","delete pages|Delete Pages online|browser delete pages|private delete pages","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/png-to-pdf","private png to pdf","png to pdf|PNG To PDF online|browser png to pdf|private png to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/image-to-pdf","private image to pdf","image to pdf|Image To PDF online|browser image to pdf|private image to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-png","private pdf to png","pdf to png|PDF To PNG online|browser pdf to png|private pdf to png","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-excel","private pdf to excel","pdf to excel|PDF To Excel online|browser pdf to excel|private pdf to excel","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/excel-to-pdf","private excel to pdf","excel to pdf|Excel To PDF online|browser excel to pdf|private excel to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-pptx","private pdf to pptx","pdf to pptx|PDF To Pptx online|browser pdf to pptx|private pdf to pptx","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pptx-to-pdf","private pptx to pdf","pptx to pdf|Pptx To PDF online|browser pptx to pdf|private pptx to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/txt-to-pdf","private txt to pdf","txt to pdf|Txt To PDF online|browser txt to pdf|private txt to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/json-to-pdf","private json to pdf","json to pdf|Json To PDF online|browser json to pdf|private json to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-json","private pdf to json","pdf to json|PDF To Json online|browser pdf to json|private pdf to json","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-markdown","private pdf to markdown","pdf to markdown|PDF To Markdown online|browser pdf to markdown|private pdf to markdown","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/add-watermark","private add watermark","add watermark|Add Watermark online|browser add watermark|private add watermark","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/page-numbers","private page numbers","page numbers|Page Numbers online|browser page numbers|private page numbers","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/header-footer","private header footer","header footer|Header Footer online|browser header footer|private header footer","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/form-filler","private form filler","form filler|Form Filler online|browser form filler|private form filler","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/form-creator","private form creator","form creator|Form Creator online|browser form creator|private form creator","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/bookmark","private bookmark","bookmark|Bookmark online|browser bookmark|private bookmark","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/table-of-contents","private table of contents","table of contents|Table Of Contents online|browser table of contents|private table of contents","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/extract-images","private extract images","extract images|Extract Images online|browser extract images|private extract images","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/add-attachments","private add attachments","add attachments|Add Attachments online|browser add attachments|private add attachments","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/extract-attachments","private extract attachments","extract attachments|Extract Attachments online|browser extract attachments|private extract attachments","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/edit-metadata","private edit metadata","edit metadata|Edit Metadata online|browser edit metadata|private edit metadata","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/view-metadata","private view metadata","view metadata|View Metadata online|browser view metadata|private view metadata","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/compare-pdfs","private compare pdfs","compare pdfs|Compare Pdfs online|browser compare pdfs|private compare pdfs","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/linearize-pdf","private linearize pdf","linearize pdf|Linearize PDF online|browser linearize pdf|private linearize pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/fix-page-size","private fix page size","fix page size|Fix Page Size online|browser fix page size|private fix page size","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/page-dimensions","private page dimensions","page dimensions|Page Dimensions online|browser page dimensions|private page dimensions","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/remove-restrictions","private remove restrictions","remove restrictions|Remove Restrictions online|browser remove restrictions|private remove restrictions","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/digital-sign-pdf","private digital sign pdf","digital sign pdf|Digital Sign PDF online|browser digital sign pdf|private digital sign pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/validate-signature","private validate signature","validate signature|Validate Signature online|browser validate signature|private validate signature","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/find-and-redact","private find and redact","find and redact|Find And Redact online|browser find and redact|private find and redact","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/change-permissions","private change permissions","change permissions|Change Permissions online|browser change permissions|private change permissions","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-booklet","private pdf booklet","pdf booklet|PDF Booklet online|browser pdf booklet|private pdf booklet","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/n-up-pdf","private n up pdf","n up pdf|N Up PDF online|browser n up pdf|private n up pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/grid-combine","private grid combine","grid combine|Grid Combine online|browser grid combine|private grid combine","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/combine-single-page","private combine single page","combine single page|Combine Single Page online|browser combine single page|private combine single page","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/reverse-pages","private reverse pages","reverse pages|Reverse Pages online|browser reverse pages|private reverse pages","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/rotate-custom","private rotate custom","rotate custom|Rotate Custom online|browser rotate custom|private rotate custom","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/deskew-pdf","private deskew pdf","deskew pdf|Deskew PDF online|browser deskew pdf|private deskew pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/alternate-merge","private alternate merge","alternate merge|Alternate Merge online|browser alternate merge|private alternate merge","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-zip","private pdf to zip","pdf to zip|PDF To Zip online|browser pdf to zip|private pdf to zip","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-tiff","private pdf to tiff","pdf to tiff|PDF To Tiff online|browser pdf to tiff|private pdf to tiff","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/pdf-to-svg","private pdf to svg","pdf to svg|PDF To SVG online|browser pdf to svg|private pdf to svg","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/webp-to-pdf","private webp to pdf","webp to pdf|WEBP To PDF online|browser webp to pdf|private webp to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/svg-to-pdf","private svg to pdf","svg to pdf|SVG To PDF online|browser svg to pdf|private svg to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/heic-to-pdf","private heic to pdf","heic to pdf|HEIC To PDF online|browser heic to pdf|private heic to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","tool","/en/tools/tiff-to-pdf","private tiff to pdf","tiff to pdf|Tiff To PDF online|browser tiff to pdf|private tiff to pdf","Complete one PDF task in the browser","High","High","Medium","query target - same canonical page; live - upgrade depth","P0"
"PDF workflows","cluster-hub","/en/tools/category/organize-manage","best organize manage pdf tools","organize manage pdf tools|best organize manage pdf tools|pdf organize manage hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","cluster-hub","/en/tools/category/optimize-repair","best optimize repair pdf tools","optimize repair pdf tools|best optimize repair pdf tools|pdf optimize repair hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","cluster-hub","/en/tools/category/convert-to-pdf","best convert to pdf pdf tools","convert to pdf pdf tools|best convert to pdf pdf tools|pdf convert to pdf hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","cluster-hub","/en/tools/category/convert-from-pdf","best convert from pdf pdf tools","convert from pdf pdf tools|best convert from pdf pdf tools|pdf convert from pdf hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","cluster-hub","/en/tools/category/edit-annotate","best edit annotate pdf tools","edit annotate pdf tools|best edit annotate pdf tools|pdf edit annotate hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","cluster-hub","/en/tools/category/secure-pdf","best secure pdf pdf tools","secure pdf pdf tools|best secure pdf pdf tools|pdf secure pdf hub","Route users to the right PDF task","High","High","Low","query target - same canonical page; live - strengthen hub copy","P0"
"PDF workflows","troubleshooting","/en/guides/pdf-too-large-to-upload","fix pdf too large to upload","pdf too large to upload|pdf too large to upload fix|why pdf too large to upload","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-password-protected-cant-edit","fix pdf password protected cant edit","pdf password protected cant edit|pdf password protected cant edit fix|why pdf password protected cant edit","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-conversion-output-looks-wrong","fix pdf conversion output looks wrong","pdf conversion output looks wrong|pdf conversion output looks wrong fix|why pdf conversion output looks wrong","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/scanned-pdf-text-not-selectable","fix scanned pdf text not selectable","scanned pdf text not selectable|scanned pdf text not selectable fix|why scanned pdf text not selectable","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-file-corrupted","fix pdf file corrupted","pdf file corrupted|pdf file corrupted fix|why pdf file corrupted","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-pages-wrong-size","fix pdf pages wrong size","pdf pages wrong size|pdf pages wrong size fix|why pdf pages wrong size","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-metadata-still-visible","fix pdf metadata still visible","pdf metadata still visible|pdf metadata still visible fix|why pdf metadata still visible","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-upload-rejected","fix pdf upload rejected","pdf upload rejected|pdf upload rejected fix|why pdf upload rejected","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-annotations-not-showing","fix pdf annotations not showing","pdf annotations not showing|pdf annotations not showing fix|why pdf annotations not showing","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-form-fields-not-fillable","fix pdf form fields not fillable","pdf form fields not fillable|pdf form fields not fillable fix|why pdf form fields not fillable","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-signature-invalid","fix pdf signature invalid","pdf signature invalid|pdf signature invalid fix|why pdf signature invalid","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-bookmarks-missing","fix pdf bookmarks missing","pdf bookmarks missing|pdf bookmarks missing fix|why pdf bookmarks missing","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-images-too-low-quality","fix pdf images too low quality","pdf images too low quality|pdf images too low quality fix|why pdf images too low quality","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-slow-to-open","fix pdf slow to open","pdf slow to open|pdf slow to open fix|why pdf slow to open","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-permissions-block-printing","fix pdf permissions block printing","pdf permissions block printing|pdf permissions block printing fix|why pdf permissions block printing","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-redaction-not-secure","fix pdf redaction not secure","pdf redaction not secure|pdf redaction not secure fix|why pdf redaction not secure","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-page-order-wrong","fix pdf page order wrong","pdf page order wrong|pdf page order wrong fix|why pdf page order wrong","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-ocr-language-issues","fix pdf ocr language issues","pdf ocr language issues|pdf ocr language issues fix|why pdf ocr language issues","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-attachment-not-visible","fix pdf attachment not visible","pdf attachment not visible|pdf attachment not visible fix|why pdf attachment not visible","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","troubleshooting","/en/guides/pdf-too-many-pages","fix pdf too many pages","pdf too many pages|pdf too many pages fix|why pdf too many pages","Diagnose a PDF failure and route to the right tool","High","High","Low","query target - same canonical page; planned - route required","P1"
